seqnames,start,end,width,strand,element_name,LTR_class,fullName
chr10,94470754,94471153,400,-,MTC,MTC,chr10:94470754-94471153:-|MTC|MTC
chr14,26005307,26005709,403,-,MTC,MTC,chr14:26005307-26005709:-|MTC|MTC
chr18,53796047,53796472,426,-,MTC,MTC,chr18:53796047-53796472:-|MTC|MTC
chr15,20079924,20080351,428,+,MTC,MTC,chr15:20079924-20080351:+|MTC|MTC
chr3,36779465,36779874,410,-,MTC,MTC,chr3:36779465-36779874:-|MTC|MTC
chr1,191271690,191272098,409,+,MTC,MTC,chr1:191271690-191272098:+|MTC|MTC
chr9,69648416,69648856,441,+,MTC,MTC,chr9:69648416-69648856:+|MTC|MTC
chr1,53121072,53121481,410,+,MTC,MTC,chr1:53121072-53121481:+|MTC|MTC
chr7,65334517,65334928,412,+,MTC,MTC,chr7:65334517-65334928:+|MTC|MTC
chr3,107538225,107538636,412,+,MTC,MTC,chr3:107538225-107538636:+|MTC|MTC
chr14,48823316,48823727,412,-,MTC,MTC,chr14:48823316-48823727:-|MTC|MTC
chr5,91839391,91839794,404,-,MTC,MTC,chr5:91839391-91839794:-|MTC|MTC
chr3,125318161,125318560,400,-,MTC,MTC,chr3:125318161-125318560:-|MTC|MTC
chrX,28229931,28230351,421,+,MTC,MTC,chrX:28229931-28230351:+|MTC|MTC
chr10,118274885,118275287,403,-,MTC,MTC,chr10:118274885-118275287:-|MTC|MTC
chr8,12680107,12680523,417,-,MTC,MTC,chr8:12680107-12680523:-|MTC|MTC
chr6,104154768,104155187,420,+,MTC,MTC,chr6:104154768-104155187:+|MTC|MTC
chr6,129421332,129421731,400,-,MTC,MTC,chr6:129421332-129421731:-|MTC|MTC
chr7,43665055,43665477,423,-,MTC,MTC,chr7:43665055-43665477:-|MTC|MTC
chr5,62318758,62319171,414,-,MTC,MTC,chr5:62318758-62319171:-|MTC|MTC
chrX,7176083,7176497,415,-,MTC,MTC,chrX:7176083-7176497:-|MTC|MTC
chr3,122066271,122066676,406,+,MTC,MTC,chr3:122066271-122066676:+|MTC|MTC
chr10,120018422,120018852,431,-,MTD,MTD,chr10:120018422-120018852:-|MTD|MTD
chr5,20472139,20472544,406,-,MTD,MTD,chr5:20472139-20472544:-|MTD|MTD
chr4,128032459,128032877,419,+,MTD,MTD,chr4:128032459-128032877:+|MTD|MTD
chr5,24988279,24988683,405,+,MTD,MTD,chr5:24988279-24988683:+|MTD|MTD
chr9,52721582,52721990,409,-,MTD,MTD,chr9:52721582-52721990:-|MTD|MTD
chr5,63168211,63168647,437,-,MTD,MTD,chr5:63168211-63168647:-|MTD|MTD
chr1,27455315,27455725,411,-,MTD,MTD,chr1:27455315-27455725:-|MTD|MTD
chr13,45518606,45519010,405,-,MTD,MTD,chr13:45518606-45519010:-|MTD|MTD
chr5,129301579,129301992,414,+,MTD,MTD,chr5:129301579-129301992:+|MTD|MTD
chr3,28095934,28096348,415,-,MTD,MTD,chr3:28095934-28096348:-|MTD|MTD
chr6,51025522,51025934,413,-,MTD,MTD,chr6:51025522-51025934:-|MTD|MTD
chr3,103671209,103671620,412,+,MTD,MTD,chr3:103671209-103671620:+|MTD|MTD
chr14,91618323,91618733,411,-,MTD,MTD,chr14:91618323-91618733:-|MTD|MTD
chrX,83370157,83370577,421,-,MTD,MTD,chrX:83370157-83370577:-|MTD|MTD
chr15,8475916,8476344,429,-,MTD,MTD,chr15:8475916-8476344:-|MTD|MTD
chr8,118086283,118086695,413,+,MTD,MTD,chr8:118086283-118086695:+|MTD|MTD
chr14,102724867,102725271,405,+,MTD,MTD,chr14:102724867-102725271:+|MTD|MTD
chr14,52555808,52556215,408,+,MTD,MTD,chr14:52555808-52556215:+|MTD|MTD
chr12,51122168,51122576,409,-,MTD,MTD,chr12:51122168-51122576:-|MTD|MTD
chr13,41156508,41156933,426,+,MTD,MTD,chr13:41156508-41156933:+|MTD|MTD
chr15,88281230,88281634,405,-,MTD,MTD,chr15:88281230-88281634:-|MTD|MTD
chr15,47877904,47878307,404,+,MTD,MTD,chr15:47877904-47878307:+|MTD|MTD
chr11,112925018,112925435,418,-,MTD,MTD,chr11:112925018-112925435:-|MTD|MTD
chr1,100668903,100669312,410,+,MTD,MTD,chr1:100668903-100669312:+|MTD|MTD
chr13,18751675,18752085,411,-,MTD,MTD,chr13:18751675-18752085:-|MTD|MTD
chr8,40844681,40845082,402,+,MTD,MTD,chr8:40844681-40845082:+|MTD|MTD
chr3,52587392,52587792,401,-,MTD,MTD,chr3:52587392-52587792:-|MTD|MTD
chrX,47577509,47577907,399,+,MTD,MTD,chrX:47577509-47577907:+|MTD|MTD
chr8,96740285,96740690,406,-,MTD,MTD,chr8:96740285-96740690:-|MTD|MTD
chr1,117502391,117502792,402,+,MTD,MTD,chr1:117502391-117502792:+|MTD|MTD
chr2,30619365,30619784,420,-,MTD,MTD,chr2:30619365-30619784:-|MTD|MTD
chr14,36819828,36820227,400,-,MTD,MTD,chr14:36819828-36820227:-|MTD|MTD
chr15,52358453,52358857,405,-,MTD,MTD,chr15:52358453-52358857:-|MTD|MTD
chr2,170372129,170372537,409,+,MTD,MTD,chr2:170372129-170372537:+|MTD|MTD
chr12,35672401,35672803,403,-,MTD,MTD,chr12:35672401-35672803:-|MTD|MTD
chr7,63425915,63426338,424,-,MTD,MTD,chr7:63425915-63426338:-|MTD|MTD
chr12,91793306,91793726,421,+,MTD,MTD,chr12:91793306-91793726:+|MTD|MTD
chr14,18568049,18568474,426,-,MTD,MTD,chr14:18568049-18568474:-|MTD|MTD
chrY,60714752,60715165,414,+,MTD,MTD,chrY:60714752-60715165:+|MTD|MTD
chr8,30604038,30604437,400,+,MTD,MTD,chr8:30604038-30604437:+|MTD|MTD
chr3,116483762,116484176,415,-,MTD,MTD,chr3:116483762-116484176:-|MTD|MTD
chr5,67552899,67553308,410,-,MTD,MTD,chr5:67552899-67553308:-|MTD|MTD
chr15,74655497,74655897,401,+,MTD,MTD,chr15:74655497-74655897:+|MTD|MTD
chr4,151507297,151507695,399,+,MTD,MTD,chr4:151507297-151507695:+|MTD|MTD
chr16,9314364,9314767,404,-,MTD,MTD,chr16:9314364-9314767:-|MTD|MTD
chr2,154937493,154937894,402,-,MTD,MTD,chr2:154937493-154937894:-|MTD|MTD
chr5,133826723,133827124,402,+,MTD,MTD,chr5:133826723-133827124:+|MTD|MTD
chr2,117227374,117227774,401,-,MTD,MTD,chr2:117227374-117227774:-|MTD|MTD
chr13,74275261,74275683,423,+,MTD,MTD,chr13:74275261-74275683:+|MTD|MTD
chr7,68347224,68347660,437,-,MTD,MTD,chr7:68347224-68347660:-|MTD|MTD
chr1,177327393,177327796,404,+,MTD,MTD,chr1:177327393-177327796:+|MTD|MTD
chr15,66952294,66952724,431,-,MTD,MTD,chr15:66952294-66952724:-|MTD|MTD
chr6,89936719,89937120,402,-,MTD,MTD,chr6:89936719-89937120:-|MTD|MTD
chr2,160336799,160337198,400,+,MTD,MTD,chr2:160336799-160337198:+|MTD|MTD
chr11,89233303,89233735,433,-,MTD,MTD,chr11:89233303-89233735:-|MTD|MTD
chr2,159021873,159022272,400,+,MTD,MTD,chr2:159021873-159022272:+|MTD|MTD
chr2,135804315,135804747,433,-,MTD,MTD,chr2:135804315-135804747:-|MTD|MTD
chr7,30199491,30199893,403,-,MTD,MTD,chr7:30199491-30199893:-|MTD|MTD
chr12,23214406,23214809,404,-,MTD,MTD,chr12:23214406-23214809:-|MTD|MTD
chr8,122137171,122137596,426,-,MTD,MTD,chr8:122137171-122137596:-|MTD|MTD
chr9,37050972,37051383,412,+,MTD,MTD,chr9:37050972-37051383:+|MTD|MTD
chr1,103757114,103757518,405,-,MTD,MTD,chr1:103757114-103757518:-|MTD|MTD
chr15,86663719,86664125,407,+,MTD,MTD,chr15:86663719-86664125:+|MTD|MTD
chr1,35572552,35572965,414,-,MTD,MTD,chr1:35572552-35572965:-|MTD|MTD
chr13,56646938,56647344,407,+,MTD,MTD,chr13:56646938-56647344:+|MTD|MTD
chr6,61064104,61064504,401,-,MTD,MTD,chr6:61064104-61064504:-|MTD|MTD
chr15,57103213,57103614,402,-,MTD,MTD,chr15:57103213-57103614:-|MTD|MTD
chr2,166363865,166364274,410,+,MTD,MTD,chr2:166363865-166364274:+|MTD|MTD
chr1,124453607,124454017,411,-,MTD,MTD,chr1:124453607-124454017:-|MTD|MTD
chr3,135481531,135481933,403,-,MTD,MTD,chr3:135481531-135481933:-|MTD|MTD
chr11,9651266,9651669,404,-,MTD,MTD,chr11:9651266-9651669:-|MTD|MTD
chr9,90707992,90708400,409,-,MTD,MTD,chr9:90707992-90708400:-|MTD|MTD
chr1,37954191,37954595,405,-,MTD,MTD,chr1:37954191-37954595:-|MTD|MTD
chr7,95280471,95280893,423,+,MTD,MTD,chr7:95280471-95280893:+|MTD|MTD
chr10,27842084,27842518,435,-,MTD,MTD,chr10:27842084-27842518:-|MTD|MTD
chr3,14636960,14637361,402,+,MTD,MTD,chr3:14636960-14637361:+|MTD|MTD
chr17,66464283,66464719,437,+,MTD,MTD,chr17:66464283-66464719:+|MTD|MTD
chr1,169064685,169065091,407,+,MTD,MTD,chr1:169064685-169065091:+|MTD|MTD
chr15,88029119,88029520,402,-,MTD,MTD,chr15:88029119-88029520:-|MTD|MTD
chr5,112049544,112049961,418,+,MTD,MTD,chr5:112049544-112049961:+|MTD|MTD
chrY,81770003,81770414,412,-,MTD,MTD,chrY:81770003-81770414:-|MTD|MTD
chr2,56462511,56462912,402,-,MTD,MTD,chr2:56462511-56462912:-|MTD|MTD
chr11,62509103,62509505,403,+,MTD,MTD,chr11:62509103-62509505:+|MTD|MTD
chr3,76435738,76436137,400,-,MTD,MTD,chr3:76435738-76436137:-|MTD|MTD
chr12,69946788,69947192,405,+,MTD,MTD,chr12:69946788-69947192:+|MTD|MTD
chr9,94236187,94236591,405,+,MTD,MTD,chr9:94236187-94236591:+|MTD|MTD
chr17,77499363,77499764,402,+,MTD,MTD,chr17:77499363-77499764:+|MTD|MTD
chr15,64447200,64447604,405,+,MTD,MTD,chr15:64447200-64447604:+|MTD|MTD
chr11,109606675,109607073,399,+,MTD,MTD,chr11:109606675-109607073:+|MTD|MTD
chr9,89607360,89607764,405,+,MTD,MTD,chr9:89607360-89607764:+|MTD|MTD
chr12,7068512,7068940,429,-,MTD,MTD,chr12:7068512-7068940:-|MTD|MTD
chr9,94565531,94565966,436,-,MTD,MTD,chr9:94565531-94565966:-|MTD|MTD
chr11,43248055,43248458,404,-,MTD,MTD,chr11:43248055-43248458:-|MTD|MTD
chr11,37852624,37853036,413,-,MTD,MTD,chr11:37852624-37853036:-|MTD|MTD
chr10,74110955,74111376,422,-,MTD,MTD,chr10:74110955-74111376:-|MTD|MTD
chr2,164283539,164283973,435,+,MTD,MTD,chr2:164283539-164283973:+|MTD|MTD
chr15,14828332,14828733,402,+,MTD,MTD,chr15:14828332-14828733:+|MTD|MTD
chr1,78644806,78645217,412,+,MTD,MTD,chr1:78644806-78645217:+|MTD|MTD
chr15,53144181,53144590,410,+,MTD,MTD,chr15:53144181-53144590:+|MTD|MTD
chr6,119415216,119415628,413,+,MTD,MTD,chr6:119415216-119415628:+|MTD|MTD
chr1,91199208,91199612,405,-,MTD,MTD,chr1:91199208-91199612:-|MTD|MTD
chr3,127097755,127098172,418,+,MTD,MTD,chr3:127097755-127098172:+|MTD|MTD
chr14,67662031,67662448,418,-,MTD,MTD,chr14:67662031-67662448:-|MTD|MTD
chr12,91324246,91324647,402,+,MTD,MTD,chr12:91324246-91324647:+|MTD|MTD
chr11,42045361,42045785,425,-,MTD,MTD,chr11:42045361-42045785:-|MTD|MTD
chr15,91667021,91667419,399,-,MTD,MTD,chr15:91667021-91667419:-|MTD|MTD
chr11,89519667,89520083,417,+,MTD,MTD,chr11:89519667-89520083:+|MTD|MTD
chr11,30965083,30965487,405,+,MTD,MTD,chr11:30965083-30965487:+|MTD|MTD
chr19,14903312,14903711,400,+,MTD,MTD,chr19:14903312-14903711:+|MTD|MTD
chr1,98097455,98097866,412,-,MTD,MTD,chr1:98097455-98097866:-|MTD|MTD
chr6,59458849,59459251,403,-,MTD,MTD,chr6:59458849-59459251:-|MTD|MTD
chr10,58635117,58635529,413,-,MTD,MTD,chr10:58635117-58635529:-|MTD|MTD
chrX,100289741,100290170,430,+,MTD,MTD,chrX:100289741-100290170:+|MTD|MTD
chr11,8284652,8285055,404,-,MTD,MTD,chr11:8284652-8285055:-|MTD|MTD
chr13,10916391,10916791,401,-,MTD,MTD,chr13:10916391-10916791:-|MTD|MTD
chr9,111484297,111484722,426,-,MTD,MTD,chr9:111484297-111484722:-|MTD|MTD
chrX,82219891,82220289,399,-,MTD,MTD,chrX:82219891-82220289:-|MTD|MTD
chr14,62942217,62942636,420,+,MTD,MTD,chr14:62942217-62942636:+|MTD|MTD
chr11,9817217,9817636,420,+,MTD,MTD,chr11:9817217-9817636:+|MTD|MTD
chr7,116843687,116844094,408,-,MTD,MTD,chr7:116843687-116844094:-|MTD|MTD
chr6,117634227,117634632,406,+,MTD,MTD,chr6:117634227-117634632:+|MTD|MTD
chr9,114147597,114147998,402,+,MTD,MTD,chr9:114147597-114147998:+|MTD|MTD
chrY,31207182,31207595,414,-,MTD,MTD,chrY:31207182-31207595:-|MTD|MTD
chrX,65512570,65512986,417,+,MTD,MTD,chrX:65512570-65512986:+|MTD|MTD
chr2,84288123,84288526,404,+,MTD,MTD,chr2:84288123-84288526:+|MTD|MTD
chr14,71278294,71278730,437,+,MTD,MTD,chr14:71278294-71278730:+|MTD|MTD
chr13,81015088,81015500,413,+,MTD,MTD,chr13:81015088-81015500:+|MTD|MTD
chr2,136851757,136852180,424,-,MTD,MTD,chr2:136851757-136852180:-|MTD|MTD
chr2,124113120,124113524,405,+,MTD,MTD,chr2:124113120-124113524:+|MTD|MTD
chrY,74755829,74756235,407,+,MTD,MTD,chrY:74755829-74756235:+|MTD|MTD
chrX,123837592,123837999,408,+,MTD,MTD,chrX:123837592-123837999:+|MTD|MTD
chr4,144675421,144675824,404,+,MTD,MTD,chr4:144675421-144675824:+|MTD|MTD
chr11,19215862,19216283,422,+,MTD,MTD,chr11:19215862-19216283:+|MTD|MTD
chr18,65862747,65863183,437,-,MTD,MTD,chr18:65862747-65863183:-|MTD|MTD
chr9,102393417,102393826,410,-,MTD,MTD,chr9:102393417-102393826:-|MTD|MTD
chrY,80434052,80434464,413,-,MTD,MTD,chrY:80434052-80434464:-|MTD|MTD
chr9,92403738,92404166,429,-,MTD,MTD,chr9:92403738-92404166:-|MTD|MTD
chr4,48832785,48833205,421,-,MTD,MTD,chr4:48832785-48833205:-|MTD|MTD
chr4,138822584,138822983,400,-,MTD,MTD,chr4:138822584-138822983:-|MTD|MTD
chr8,128007123,128007528,406,+,MTD,MTD,chr8:128007123-128007528:+|MTD|MTD
chr2,133391035,133391464,430,+,MTD,MTD,chr2:133391035-133391464:+|MTD|MTD
chrY,8544492,8544905,414,-,MTD,MTD,chrY:8544492-8544905:-|MTD|MTD
chr15,87355070,87355469,400,+,MTD,MTD,chr15:87355070-87355469:+|MTD|MTD
chr2,65445776,65446174,399,+,MTD,MTD,chr2:65445776-65446174:+|MTD|MTD
chr16,53053694,53054092,399,-,MTD,MTD,chr16:53053694-53054092:-|MTD|MTD
chr4,120427841,120428239,399,-,MTD,MTD,chr4:120427841-120428239:-|MTD|MTD
chr6,106972709,106973114,406,-,MTD,MTD,chr6:106972709-106973114:-|MTD|MTD
chr3,110003479,110003882,404,+,MTD,MTD,chr3:110003479-110003882:+|MTD|MTD
chrX,164697376,164697786,411,+,MTD,MTD,chrX:164697376-164697786:+|MTD|MTD
chr3,137516761,137517174,414,-,MTD,MTD,chr3:137516761-137517174:-|MTD|MTD
chr19,7256192,7256596,405,+,MTD,MTD,chr19:7256192-7256596:+|MTD|MTD
chr13,23655779,23656183,405,+,MTD,MTD,chr13:23655779-23656183:+|MTD|MTD
chr1,194326154,194326590,437,-,MTD,MTD,chr1:194326154-194326590:-|MTD|MTD
chr8,84431519,84431934,416,-,MTD,MTD,chr8:84431519-84431934:-|MTD|MTD
chr13,31717642,31718043,402,+,MTD,MTD,chr13:31717642-31718043:+|MTD|MTD
chrY,10002271,10002686,416,-,MTD,MTD,chrY:10002271-10002686:-|MTD|MTD
chr4,51815115,51815520,406,+,MTD,MTD,chr4:51815115-51815520:+|MTD|MTD
chrY,23898198,23898613,416,+,MTD,MTD,chrY:23898198-23898613:+|MTD|MTD
chr17,14871936,14872337,402,-,MTD,MTD,chr17:14871936-14872337:-|MTD|MTD
chr3,79875382,79875782,401,-,MTD,MTD,chr3:79875382-79875782:-|MTD|MTD
chr18,74929247,74929645,399,+,MTD,MTD,chr18:74929247-74929645:+|MTD|MTD
chr3,134187354,134187758,405,+,MTD,MTD,chr3:134187354-134187758:+|MTD|MTD
chr18,78613315,78613716,402,-,MTD,MTD,chr18:78613315-78613716:-|MTD|MTD
chr13,14790696,14791099,404,+,MTD,MTD,chr13:14790696-14791099:+|MTD|MTD
chr10,5854920,5855347,428,+,MTD,MTD,chr10:5854920-5855347:+|MTD|MTD
chr4,142536544,142536961,418,+,MTD,MTD,chr4:142536544-142536961:+|MTD|MTD
chr18,76658741,76659143,403,+,MTD,MTD,chr18:76658741-76659143:+|MTD|MTD
chr1,170082286,170082690,405,+,MTD,MTD,chr1:170082286-170082690:+|MTD|MTD
chr7,106147073,106147477,405,-,MTD,MTD,chr7:106147073-106147477:-|MTD|MTD
chr15,85880303,85880712,410,+,MTD,MTD,chr15:85880303-85880712:+|MTD|MTD
chr6,125916273,125916685,413,+,MTD,MTD,chr6:125916273-125916685:+|MTD|MTD
chr3,147034317,147034737,421,-,MTD,MTD,chr3:147034317-147034737:-|MTD|MTD
chr6,17610033,17610440,408,+,MTD,MTD,chr6:17610033-17610440:+|MTD|MTD
chr18,65784144,65784555,412,-,MTD,MTD,chr18:65784144-65784555:-|MTD|MTD
chr16,22213766,22214165,400,+,MTD,MTD,chr16:22213766-22214165:+|MTD|MTD
chr6,127648011,127648431,421,-,MTD,MTD,chr6:127648011-127648431:-|MTD|MTD
chr18,59784800,59785203,404,-,MTD,MTD,chr18:59784800-59785203:-|MTD|MTD
chr3,87865618,87866039,422,+,MTD,MTD,chr3:87865618-87866039:+|MTD|MTD
chr10,115093470,115093871,402,+,MTD,MTD,chr10:115093470-115093871:+|MTD|MTD
chr15,5075198,5075610,413,+,MTD,MTD,chr15:5075198-5075610:+|MTD|MTD
chr2,44910305,44910714,410,-,MTD,MTD,chr2:44910305-44910714:-|MTD|MTD
chr16,22663052,22663453,402,-,MTD,MTD,chr16:22663052-22663453:-|MTD|MTD
chr4,34977432,34977861,430,+,MTD,MTD,chr4:34977432-34977861:+|MTD|MTD
chr1,176908554,176908955,402,-,MTD,MTD,chr1:176908554-176908955:-|MTD|MTD
chrX,64104851,64105274,424,-,MTD,MTD,chrX:64104851-64105274:-|MTD|MTD
chr1,60827452,60827859,408,-,MTD,MTD,chr1:60827452-60827859:-|MTD|MTD
chr8,39351927,39352330,404,+,MTD,MTD,chr8:39351927-39352330:+|MTD|MTD
chr4,117417378,117417795,418,+,MTD,MTD,chr4:117417378-117417795:+|MTD|MTD
chr15,28099682,28100103,422,+,MTD,MTD,chr15:28099682-28100103:+|MTD|MTD
chr6,90149844,90150260,417,+,MTD,MTD,chr6:90149844-90150260:+|MTD|MTD
chr4,134686314,134686725,412,+,MTD,MTD,chr4:134686314-134686725:+|MTD|MTD
chrX,167047639,167048051,413,+,MTD,MTD,chrX:167047639-167048051:+|MTD|MTD
chr11,16511100,16511521,422,-,MTD,MTD,chr11:16511100-16511521:-|MTD|MTD
chr9,14765676,14766091,416,+,MTD,MTD,chr9:14765676-14766091:+|MTD|MTD
chr7,111695650,111696049,400,-,MTD,MTD,chr7:111695650-111696049:-|MTD|MTD
chr7,133173566,133173996,431,-,MTD,MTD,chr7:133173566-133173996:-|MTD|MTD
chr8,20831300,20831736,437,-,MTD,MTD,chr8:20831300-20831736:-|MTD|MTD
chr6,70989323,70989737,415,+,MTD,MTD,chr6:70989323-70989737:+|MTD|MTD
chrX,137479812,137480238,427,-,MTD,MTD,chrX:137479812-137480238:-|MTD|MTD
chr4,130256128,130256546,419,+,MTD,MTD,chr4:130256128-130256546:+|MTD|MTD
chr11,36702928,36703298,371,+,MTEa,MTE,chr11:36702928-36703298:+|MTEa|MTE
chr8,61464382,61464747,366,-,MTEa,MTE,chr8:61464382-61464747:-|MTEa|MTE
chr8,15743900,15744285,386,-,MTEa,MTE,chr8:15743900-15744285:-|MTEa|MTE
chr8,64673006,64673398,393,-,MTEa,MTE,chr8:64673006-64673398:-|MTEa|MTE
chr2,79356662,79357032,371,+,MTEb,MTE,chr2:79356662-79357032:+|MTEb|MTE
chr8,126236409,126236791,383,+,MTEa,MTE,chr8:126236409-126236791:+|MTEa|MTE
chr1,33207894,33208263,370,+,MTEa,MTE,chr1:33207894-33208263:+|MTEa|MTE
chr14,98469719,98470102,384,+,MTEa,MTE,chr14:98469719-98470102:+|MTEa|MTE
chr9,75296929,75297294,366,-,MTEa,MTE,chr9:75296929-75297294:-|MTEa|MTE
chr6,7250192,7250560,369,+,MTEa,MTE,chr6:7250192-7250560:+|MTEa|MTE
chrX,18535019,18535392,374,+,MTEa,MTE,chrX:18535019-18535392:+|MTEa|MTE
chr6,100991195,100991568,374,+,MTEa,MTE,chr6:100991195-100991568:+|MTEa|MTE
chr17,10119059,10119429,371,-,MTEa,MTE,chr17:10119059-10119429:-|MTEa|MTE
chr5,130869220,130869594,375,+,MTEb,MTE,chr5:130869220-130869594:+|MTEb|MTE
chr17,58219535,58219915,381,-,MTEa,MTE,chr17:58219535-58219915:-|MTEa|MTE
chr17,42521865,42522231,367,-,MTEb,MTE,chr17:42521865-42522231:-|MTEb|MTE
chr17,25690823,25691195,373,-,MTEa,MTE,chr17:25690823-25691195:-|MTEa|MTE
chr16,31367143,31367513,371,+,MTEa,MTE,chr16:31367143-31367513:+|MTEa|MTE
chr13,39652633,39652997,365,+,MTEa,MTE,chr13:39652633-39652997:+|MTEa|MTE
chr14,90759090,90759477,388,+,MTEa,MTE,chr14:90759090-90759477:+|MTEa|MTE
chr18,60169421,60169799,379,+,MTEa,MTE,chr18:60169421-60169799:+|MTEa|MTE
chr18,16906381,16906753,373,+,MTEa,MTE,chr18:16906381-16906753:+|MTEa|MTE
chr12,71549025,71549391,367,-,MTEa,MTE,chr12:71549025-71549391:-|MTEa|MTE
chr1,121027947,121028326,380,-,MTEa,MTE,chr1:121027947-121028326:-|MTEa|MTE
chr14,47144334,47144716,383,-,MTEa,MTE,chr14:47144334-47144716:-|MTEa|MTE
chr14,76986498,76986858,361,-,MTEb,MTE,chr14:76986498-76986858:-|MTEb|MTE
chr6,31967264,31967633,370,-,MTEa,MTE,chr6:31967264-31967633:-|MTEa|MTE
chr4,127448065,127448451,387,-,MTEb,MTE,chr4:127448065-127448451:-|MTEb|MTE
chr16,43250836,43251200,365,-,MTEb,MTE,chr16:43250836-43251200:-|MTEb|MTE
chr1,124231514,124231880,367,-,MTEa,MTE,chr1:124231514-124231880:-|MTEa|MTE
chr4,128380526,128380887,362,-,MTEa,MTE,chr4:128380526-128380887:-|MTEa|MTE
chr16,7782189,7782569,381,+,MTEa,MTE,chr16:7782189-7782569:+|MTEa|MTE
chr18,18451678,18452056,379,-,MTEa,MTE,chr18:18451678-18452056:-|MTEa|MTE
chr5,131200445,131200805,361,+,MTEa,MTE,chr5:131200445-131200805:+|MTEa|MTE
chr13,24338241,24338607,367,-,MTEa,MTE,chr13:24338241-24338607:-|MTEa|MTE
chr10,83873966,83874360,395,+,MTEb,MTE,chr10:83873966-83874360:+|MTEb|MTE
chr13,91011793,91012176,384,-,MTEa,MTE,chr13:91011793-91012176:-|MTEa|MTE
chr15,78127646,78128010,365,+,MTEa,MTE,chr15:78127646-78128010:+|MTEa|MTE
chr9,67362101,67362463,363,+,MTEb,MTE,chr9:67362101-67362463:+|MTEb|MTE
chr14,19023461,19023826,366,+,MTEb,MTE,chr14:19023461-19023826:+|MTEb|MTE
chr6,104140441,104140809,369,-,MTEa,MTE,chr6:104140441-104140809:-|MTEa|MTE
chr8,124452395,124452755,361,+,MTEa,MTE,chr8:124452395-124452755:+|MTEa|MTE
chr18,27022992,27023364,373,-,MTEa,MTE,chr18:27022992-27023364:-|MTEa|MTE
chr8,29120496,29120863,368,+,MTEa,MTE,chr8:29120496-29120863:+|MTEa|MTE
chr19,16760561,16760923,363,+,MTEa,MTE,chr19:16760561-16760923:+|MTEa|MTE
chr5,120160188,120160549,362,-,MTEa,MTE,chr5:120160188-120160549:-|MTEa|MTE
chr9,79123201,79123582,382,-,MTEa,MTE,chr9:79123201-79123582:-|MTEa|MTE
chr5,55868695,55869070,376,+,MTEa,MTE,chr5:55868695-55869070:+|MTEa|MTE
chr15,10139921,10140289,369,+,MTEa,MTE,chr15:10139921-10140289:+|MTEa|MTE
chr10,96394083,96394444,362,-,MTEb,MTE,chr10:96394083-96394444:-|MTEb|MTE
chr10,3764566,3764926,361,+,MTEa,MTE,chr10:3764566-3764926:+|MTEa|MTE
chr18,23159420,23159785,366,+,MTEa,MTE,chr18:23159420-23159785:+|MTEa|MTE
chrX,129848481,129848851,371,-,MTEa,MTE,chrX:129848481-129848851:-|MTEa|MTE
chr5,124297778,124298155,378,+,MTEa,MTE,chr5:124297778-124298155:+|MTEa|MTE
chr12,29821794,29822161,368,+,MTEa,MTE,chr12:29821794-29822161:+|MTEa|MTE
chr5,120714826,120715198,373,+,MTEa,MTE,chr5:120714826-120715198:+|MTEa|MTE
chr5,75235567,75235932,366,-,MTEa,MTE,chr5:75235567-75235932:-|MTEa|MTE
chr1,154977083,154977461,379,-,MTEb,MTE,chr1:154977083-154977461:-|MTEb|MTE
chr13,6217881,6218249,369,+,MTEa,MTE,chr13:6217881-6218249:+|MTEa|MTE
chr17,12125408,12125790,383,-,MTEb,MTE,chr17:12125408-12125790:-|MTEb|MTE
chr18,68165492,68165864,373,+,MTEb,MTE,chr18:68165492-68165864:+|MTEb|MTE
chr1,121733607,121733969,363,+,MTEa,MTE,chr1:121733607-121733969:+|MTEa|MTE
chr18,43384381,43384752,372,+,MTEa,MTE,chr18:43384381-43384752:+|MTEa|MTE
chr1,50531801,50532167,367,-,MTEa,MTE,chr1:50531801-50532167:-|MTEa|MTE
chr14,100872798,100873158,361,+,MTEa,MTE,chr14:100872798-100873158:+|MTEa|MTE
chrX,16101958,16102333,376,+,MTEa,MTE,chrX:16101958-16102333:+|MTEa|MTE
chr18,17518217,17518602,386,+,MTEa,MTE,chr18:17518217-17518602:+|MTEa|MTE
chr5,126380220,126380584,365,-,MTEa,MTE,chr5:126380220-126380584:-|MTEa|MTE
chr1,128963389,128963760,372,+,MTEa,MTE,chr1:128963389-128963760:+|MTEa|MTE
chr6,116176690,116177056,367,-,MTEa,MTE,chr6:116176690-116177056:-|MTEa|MTE
chr11,47183427,47183793,367,+,MTEa,MTE,chr11:47183427-47183793:+|MTEa|MTE
chr2,170674771,170675131,361,-,MTEb,MTE,chr2:170674771-170675131:-|MTEb|MTE
chr1,55284966,55285340,375,+,MTEa,MTE,chr1:55284966-55285340:+|MTEa|MTE
chr11,52436706,52437068,363,+,MTEb,MTE,chr11:52436706-52437068:+|MTEb|MTE
chr10,66205532,66205920,389,+,MTEa,MTE,chr10:66205532-66205920:+|MTEa|MTE
chr5,133312931,133313293,363,+,MTEa,MTE,chr5:133312931-133313293:+|MTEa|MTE
chr2,147306486,147306853,368,+,MTEa,MTE,chr2:147306486-147306853:+|MTEa|MTE
chr1,189088664,189089032,369,-,MTEa,MTE,chr1:189088664-189089032:-|MTEa|MTE
