#transId	geneId	source	chrom	start	end	strand	proteinId	geneName	transcriptName	geneType	transcriptType
ENSACHT00000012815	ENSACHG00000009609	ensembl	PVKX01010460.1	23340	23439	+				snRNA	snRNA
ENSACHT00000012835	ENSACHG00000009613	ensembl	PVKX01010460.1	26970	28053	+	ENSACHP00000011356			protein_coding	protein_coding
ENSACHT00000012877	ENSACHG00000009649	ensembl	PVKX01010460.1	31923	47145	+	ENSACHP00000011392			protein_coding	protein_coding
ENSACHT00000011776	ENSACHG00000008812	ensembl	PVKX01010441.1	49284	50223	+	ENSACHP00000010448			protein_coding	protein_coding
ENSACHT00000011807	ENSACHG00000008834	ensembl	PVKX01010441.1	60675	61611	-	ENSACHP00000010474			protein_coding	protein_coding
ENSACHT00000013099	ENSACHG00000009823	ensembl	PVKX01010464.1	3224	3968	+	ENSACHP00000011585			protein_coding	protein_coding
ENSACHT00000013169	ENSACHG00000009839	ensembl	PVKX01010464.1	20871	63140	-	ENSACHP00000011644			protein_coding	protein_coding
ENSACHT00000006326	ENSACHG00000004557	ensembl	PVKX01010467.1	10637	51082	-	ENSACHP00000005593			protein_coding	protein_coding
ENSACHT00000006347	ENSACHG00000004557	ensembl	PVKX01010467.1	10637	51082	-	ENSACHP00000005612			protein_coding	protein_coding
ENSACHT00000012554	ENSACHG00000009409	ensembl	PVKX01010447.1	1211	6059	+	ENSACHP00000011119			protein_coding	protein_coding
ENSACHT00000012597	ENSACHG00000009431	ensembl	PVKX01010447.1	4187	4891	-				pseudogene	pseudogene
ENSACHT00000012666	ENSACHG00000009471	ensembl	PVKX01010447.1	26849	35648	+	ENSACHP00000011217			protein_coding	protein_coding
ENSACHT00000006492	ENSACHG00000004732	ensembl	PVKX01010472.1	3491	52464	-	ENSACHP00000005741			protein_coding	protein_coding
ENSACHT00000006504	ENSACHG00000004732	ensembl	PVKX01010472.1	3491	52464	-	ENSACHP00000005753			protein_coding	protein_coding
ENSACHT00000006532	ENSACHG00000004732	ensembl	PVKX01010472.1	4848	43440	-	ENSACHP00000005775			protein_coding	protein_coding
ENSACHT00000006575	ENSACHG00000004732	ensembl	PVKX01010472.1	4848	43440	-	ENSACHP00000005814			protein_coding	protein_coding
ENSACHT00000006606	ENSACHG00000004732	ensembl	PVKX01010472.1	4848	43440	-	ENSACHP00000005841			protein_coding	protein_coding
ENSACHT00000006629	ENSACHG00000004732	ensembl	PVKX01010472.1	4848	43440	-	ENSACHP00000005863			protein_coding	protein_coding
ENSACHT00000006672	ENSACHG00000004732	ensembl	PVKX01010472.1	4848	43395	-	ENSACHP00000005904			protein_coding	protein_coding
ENSACHT00000012247	ENSACHG00000009151	ensembl	PVKX01010444.1	279	1014	+	ENSACHP00000010862			protein_coding	protein_coding
ENSACHT00000006828	ENSACHG00000004981	ensembl	PVKX01010475.1	4813	6373	+	ENSACHP00000006043			protein_coding	protein_coding
ENSACHT00000006859	ENSACHG00000005014	ensembl	PVKX01010475.1	13558	29139	-	ENSACHP00000006070			protein_coding	protein_coding
ENSACHT00000012507	ENSACHG00000009385	ensembl	PVKX01010446.1	46390	46531	+				snoRNA	snoRNA
ENSACHT00000012525	ENSACHG00000009393	ensembl	PVKX01010446.1	52700	52844	+				snoRNA	snoRNA
ENSACHT00000012705	ENSACHG00000009524	ensembl	PVKX01010448.1	19877	26992	+	ENSACHP00000011247			protein_coding	protein_coding
ENSACHT00000012748	ENSACHG00000009547	ensembl	PVKX01010453.1	7616	8351	+	ENSACHP00000011283			protein_coding	protein_coding
ENSACHT00000007129	ENSACHG00000005205	ensembl	PVKX01010480.1	4992	40237	+	ENSACHP00000006301			protein_coding	protein_coding
ENSACHT00000007424	ENSACHG00000005458	ensembl	PVKX01010482.1	35154	56085	+	ENSACHP00000006561			protein_coding	protein_coding
ENSACHT00000012911	ENSACHG00000009690	ensembl	PVKX01010461.1	12375	12520	-				snoRNA	snoRNA
ENSACHT00000012925	ENSACHG00000009700	ensembl	PVKX01010462.1	15546	15687	-				snRNA	snRNA
ENSACHT00000012945	ENSACHG00000009711	ensembl	PVKX01010462.1	20946	57560	-	ENSACHP00000011450			protein_coding	protein_coding
ENSACHT00000006251	ENSACHG00000004502	ensembl	PVKX01010466.1	36298	61093	-	ENSACHP00000005525			protein_coding	protein_coding
ENSACHT00000006383	ENSACHG00000004625	ensembl	PVKX01010470.1	19922	47740	-	ENSACHP00000005644			protein_coding	protein_coding
ENSACHT00000008283	ENSACHG00000006146	ensembl	PVKX01010496.1	31294	46289	+	ENSACHP00000007328			protein_coding	protein_coding
ENSACHT00000008357	ENSACHG00000006173	ensembl	PVKX01010497.1	1625	7316	+	ENSACHP00000007391			protein_coding	protein_coding
ENSACHT00000006904	ENSACHG00000005046	ensembl	PVKX01010476.1	20	8728	+	ENSACHP00000006110			protein_coding	protein_coding
ENSACHT00000007043	ENSACHG00000005097	ensembl	PVKX01010476.1	13986	32064	-	ENSACHP00000006223			protein_coding	protein_coding
ENSACHT00000007058	ENSACHG00000005183	ensembl	PVKX01010476.1	46441	46572	-				snoRNA	snoRNA
ENSACHT00000006762	ENSACHG00000004945	ensembl	PVKX01010474.1	7468	31819	+	ENSACHP00000005986			protein_coding	protein_coding
ENSACHT00000006768	ENSACHG00000004945	ensembl	PVKX01010474.1	7468	31195	+	ENSACHP00000005993			protein_coding	protein_coding
ENSACHT00000007242	ENSACHG00000005271	ensembl	PVKX01010481.1	21449	48440	-	ENSACHP00000006402			protein_coding	protein_coding
ENSACHT00000007346	ENSACHG00000005394	ensembl	PVKX01010481.1	49795	55346	-	ENSACHP00000006497			protein_coding	protein_coding
ENSACHT00000007375	ENSACHG00000005433	ensembl	PVKX01010481.1	52356	52493	-				snoRNA	snoRNA
ENSACHT00000008620	ENSACHG00000006398	ensembl	PVKX01010505.1	85	9934	-	ENSACHP00000007620			protein_coding	protein_coding
ENSACHT00000009090	ENSACHG00000006531	ensembl	PVKX01010509.1	2909	40871	+	ENSACHP00000008043			protein_coding	protein_coding
ENSACHT00000009107	ENSACHG00000006531	ensembl	PVKX01010509.1	14163	39893	+	ENSACHP00000008057			protein_coding	protein_coding
ENSACHT00000009270	ENSACHG00000006866	ensembl	PVKX01010509.1	43300	45139	-	ENSACHP00000008201			protein_coding	protein_coding
ENSACHT00000009313	ENSACHG00000006942	ensembl	PVKX01010509.1	47405	52370	+	ENSACHP00000008237			protein_coding	protein_coding
ENSACHT00000009393	ENSACHG00000006978	ensembl	PVKX01010509.1	51775	54105	+	ENSACHP00000008308			protein_coding	protein_coding
ENSACHT00000009420	ENSACHG00000007046	ensembl	PVKX01010509.1	55161	59532	-	ENSACHP00000008333			protein_coding	protein_coding
ENSACHT00000007572	ENSACHG00000005597	ensembl	PVKX01010483.1	3683	25149	-	ENSACHP00000006701			protein_coding	protein_coding
ENSACHT00000007590	ENSACHG00000005597	ensembl	PVKX01010483.1	3683	25149	-	ENSACHP00000006714			protein_coding	protein_coding
ENSACHT00000009458	ENSACHG00000007067	ensembl	PVKX01010510.1	2757	13946	+	ENSACHP00000008371			protein_coding	protein_coding
ENSACHT00000009542	ENSACHG00000007098	ensembl	PVKX01010510.1	18811	51785	-	ENSACHP00000008447			protein_coding	protein_coding
ENSACHT00000009596	ENSACHG00000007098	ensembl	PVKX01010510.1	18811	51785	-	ENSACHP00000008499			protein_coding	protein_coding
ENSACHT00000008702	ENSACHG00000006458	ensembl	PVKX01010508.1	56254	59988	+	ENSACHP00000007690			protein_coding	protein_coding
ENSACHT00000007943	ENSACHG00000005675	ensembl	PVKX01010489.1	2276	20375	+	ENSACHP00000007030			protein_coding	protein_coding
ENSACHT00000007964	ENSACHG00000005675	ensembl	PVKX01010489.1	2276	18008	+	ENSACHP00000007050			protein_coding	protein_coding
ENSACHT00000008001	ENSACHG00000005934	ensembl	PVKX01010489.1	34656	48912	+	ENSACHP00000007082			protein_coding	protein_coding
ENSACHT00000008073	ENSACHG00000005967	ensembl	PVKX01010489.1	49517	53166	-	ENSACHP00000007150			protein_coding	protein_coding
ENSACHT00000008096	ENSACHG00000005967	ensembl	PVKX01010489.1	49517	53166	-	ENSACHP00000007169			protein_coding	protein_coding
ENSACHT00000009762	ENSACHG00000007272	ensembl	PVKX01010518.1	11987	15041	-	ENSACHP00000008648			protein_coding	protein_coding
ENSACHT00000009724	ENSACHG00000007245	ensembl	PVKX01010516.1	59020	62726	+	ENSACHP00000008616			protein_coding	protein_coding
ENSACHT00000011251	ENSACHG00000008343	ensembl	PVKX01010548.1	25488	57603	+	ENSACHP00000009983			protein_coding	protein_coding
ENSACHT00000008130	ENSACHG00000006026	ensembl	PVKX01010495.1	804	8098	+	ENSACHP00000007196			protein_coding	protein_coding
ENSACHT00000008181	ENSACHG00000006070	ensembl	PVKX01010495.1	28675	32878	+	ENSACHP00000007239			protein_coding	protein_coding
ENSACHT00000008191	ENSACHG00000006070	ensembl	PVKX01010495.1	28675	32878	+	ENSACHP00000007251			protein_coding	protein_coding
ENSACHT00000008231	ENSACHG00000006103	ensembl	PVKX01010495.1	35488	37351	-				lncRNA	lncRNA
ENSACHT00000008235	ENSACHG00000006103	ensembl	PVKX01010495.1	36568	47705	-				lncRNA	lncRNA
ENSACHT00000008246	ENSACHG00000006118	ensembl	PVKX01010495.1	52498	63719	+	ENSACHP00000007294			protein_coding	protein_coding
ENSACHT00000008421	ENSACHG00000006236	ensembl	PVKX01010500.1	26089	27519	+	ENSACHP00000007449			protein_coding	protein_coding
ENSACHT00000008452	ENSACHG00000006270	ensembl	PVKX01010502.1	1039	22732	+	ENSACHP00000007476			protein_coding	protein_coding
ENSACHT00000008564	ENSACHG00000006310	ensembl	PVKX01010502.1	25729	46212	+	ENSACHP00000007573			protein_coding	protein_coding
ENSACHT00000008647	ENSACHG00000006422	ensembl	PVKX01010506.1	718	41113	+	ENSACHP00000007646			protein_coding	protein_coding
ENSACHT00000009659	ENSACHG00000007185	ensembl	PVKX01010514.1	14794	56452	-	ENSACHP00000008559			protein_coding	protein_coding
ENSACHT00000010820	ENSACHG00000008071	ensembl	PVKX01010539.1	25195	26203	-	ENSACHP00000009587			protein_coding	protein_coding
ENSACHT00000011476	ENSACHG00000008449	ensembl	PVKX01010549.1	6924	53018	+	ENSACHP00000010189			protein_coding	protein_coding
ENSACHT00000011548	ENSACHG00000008449	ensembl	PVKX01010549.1	12810	53018	+	ENSACHP00000010247			protein_coding	protein_coding
ENSACHT00000011605	ENSACHG00000008449	ensembl	PVKX01010549.1	12810	53018	+	ENSACHP00000010293			protein_coding	protein_coding
ENSACHT00000011136	ENSACHG00000008238	ensembl	PVKX01010547.1	26056	57707	-	ENSACHP00000009881			protein_coding	protein_coding
ENSACHT00000009810	ENSACHG00000007295	ensembl	PVKX01010521.1	62116	63181	+	ENSACHP00000008692			protein_coding	protein_coding
ENSACHT00000009895	ENSACHG00000007378	ensembl	PVKX01010525.1	50844	51005	-				snRNA	snRNA
ENSACHT00000009854	ENSACHG00000007340	ensembl	PVKX01010523.1	32538	53376	+	ENSACHP00000008730			protein_coding	protein_coding
ENSACHT00000006208	ENSACHG00000004493	ensembl	PVKX01010600.1	5814	8269	-	ENSACHP00000005485			protein_coding	protein_coding
ENSACHT00000006218	ENSACHG00000004508	ensembl	PVKX01010600.1	19680	19893	-	ENSACHP00000005494			protein_coding	protein_coding
ENSACHT00000006268	ENSACHG00000004517	ensembl	PVKX01010600.1	26320	59391	-	ENSACHP00000005540			protein_coding	protein_coding
ENSACHT00000010034	ENSACHG00000007400	ensembl	PVKX01010526.1	45898	57108	-	ENSACHP00000008895			protein_coding	protein_coding
ENSACHT00000006452	ENSACHG00000004693	ensembl	PVKX01010608.1	5153	32050	+	ENSACHP00000005705			protein_coding	protein_coding
ENSACHT00000010482	ENSACHG00000007716	ensembl	PVKX01010529.1	7593	36223	+	ENSACHP00000009300			protein_coding	protein_coding
ENSACHT00000010545	ENSACHG00000007864	ensembl	PVKX01010529.1	41141	58745	+	ENSACHP00000009355			protein_coding	protein_coding
ENSACHT00000010158	ENSACHG00000007512	ensembl	PVKX01010527.1	1645	40709	+	ENSACHP00000009007			protein_coding	protein_coding
ENSACHT00000010285	ENSACHG00000007608	ensembl	PVKX01010527.1	2318	50608	+	ENSACHP00000009124			protein_coding	protein_coding
ENSACHT00000010611	ENSACHG00000007903	ensembl	PVKX01010531.1	9327	47221	+	ENSACHP00000009408			protein_coding	protein_coding
ENSACHT00000010648	ENSACHG00000007903	ensembl	PVKX01010531.1	9327	40291	+	ENSACHP00000009436			protein_coding	protein_coding
ENSACHT00000010746	ENSACHG00000008009	ensembl	PVKX01010533.1	52796	53243	+				pseudogene	pseudogene
ENSACHT00000012129	ENSACHG00000009030	ensembl	PVKX01010563.1	13028	45582	+	ENSACHP00000010759			protein_coding	protein_coding
ENSACHT00000012229	ENSACHG00000009133	ensembl	PVKX01010564.1	16219	28288	+	ENSACHP00000010846			protein_coding	protein_coding
ENSACHT00000012259	ENSACHG00000009133	ensembl	PVKX01010564.1	16219	28288	+	ENSACHP00000010874			protein_coding	protein_coding
ENSACHT00000012434	ENSACHG00000009245	ensembl	PVKX01010564.1	35398	47361	-	ENSACHP00000011018			protein_coding	protein_coding
ENSACHT00000010781	ENSACHG00000008051	ensembl	PVKX01010534.1	30470	31082	+	ENSACHP00000009554			protein_coding	protein_coding
ENSACHT00000012464	ENSACHG00000009363	ensembl	PVKX01010568.1	5269	28133	+				lncRNA	lncRNA
ENSACHT00000012473	ENSACHG00000009363	ensembl	PVKX01010568.1	5269	19333	+				lncRNA	lncRNA
ENSACHT00000012588	ENSACHG00000009381	ensembl	PVKX01010568.1	28153	40443	+	ENSACHP00000011150			protein_coding	protein_coding
ENSACHT00000014735	ENSACHG00000011037	ensembl	PVKX01010587.1	7400	63558	-	ENSACHP00000013007			protein_coding	protein_coding
ENSACHT00000006100	ENSACHG00000004418	ensembl	PVKX01010593.1	20	4013	-	ENSACHP00000005386			protein_coding	protein_coding
ENSACHT00000006127	ENSACHG00000004438	ensembl	PVKX01010593.1	14763	48909	-	ENSACHP00000005412			protein_coding	protein_coding
ENSACHT00000010850	ENSACHG00000008108	ensembl	PVKX01010542.1	8846	11517	-	ENSACHP00000009614			protein_coding	protein_coding
ENSACHT00000010891	ENSACHG00000008132	ensembl	PVKX01010542.1	12962	13322	+	ENSACHP00000009650			protein_coding	protein_coding
ENSACHT00000010942	ENSACHG00000008149	ensembl	PVKX01010542.1	46460	57430	+	ENSACHP00000009695			protein_coding	protein_coding
ENSACHT00000013159	ENSACHG00000009869	ensembl	PVKX01010572.1	5408	8558	+	ENSACHP00000011635			protein_coding	protein_coding
ENSACHT00000013181	ENSACHG00000009878	ensembl	PVKX01010572.1	36967	48193	+	ENSACHP00000011654			protein_coding	protein_coding
ENSACHT00000013202	ENSACHG00000009894	ensembl	PVKX01010573.1	12483	13422	-	ENSACHP00000011671			protein_coding	protein_coding
ENSACHT00000013253	ENSACHG00000009907	ensembl	PVKX01010573.1	34445	35370	-				pseudogene	pseudogene
ENSACHT00000013288	ENSACHG00000009955	ensembl	PVKX01010573.1	51800	52739	-	ENSACHP00000011743			protein_coding	protein_coding
ENSACHT00000010981	ENSACHG00000008188	ensembl	PVKX01010546.1	15955	32232	+	ENSACHP00000009732			protein_coding	protein_coding
ENSACHT00000013333	ENSACHG00000009983	ensembl	PVKX01010575.1	23412	63539	-	ENSACHP00000011782			protein_coding	protein_coding
ENSACHT00000013368	ENSACHG00000009983	ensembl	PVKX01010575.1	23412	63539	-	ENSACHP00000011817			protein_coding	protein_coding
ENSACHT00000013411	ENSACHG00000009983	ensembl	PVKX01010575.1	24959	63539	-	ENSACHP00000011859			protein_coding	protein_coding
ENSACHT00000006080	ENSACHG00000004404	ensembl	PVKX01010591.1	42158	42827	+	ENSACHP00000005370			protein_coding	protein_coding
ENSACHT00000013692	ENSACHG00000010197	ensembl	PVKX01010577.1	2971	53622	-	ENSACHP00000012108			protein_coding	protein_coding
ENSACHT00000013726	ENSACHG00000010197	ensembl	PVKX01010577.1	2971	53622	-	ENSACHP00000012136			protein_coding	protein_coding
ENSACHT00000011681	ENSACHG00000008743	ensembl	PVKX01010552.1	1361	11034	-	ENSACHP00000010364			protein_coding	protein_coding
ENSACHT00000011759	ENSACHG00000008788	ensembl	PVKX01010552.1	11626	32124	+	ENSACHP00000010433			protein_coding	protein_coding
ENSACHT00000011808	ENSACHG00000008842	ensembl	PVKX01010552.1	33303	57737	-	ENSACHP00000010475			protein_coding	protein_coding
ENSACHT00000011895	ENSACHG00000008902	ensembl	PVKX01010557.1	9680	39315	-	ENSACHP00000010552			protein_coding	protein_coding
ENSACHT00000011923	ENSACHG00000008902	ensembl	PVKX01010557.1	9680	22212	-	ENSACHP00000010573			protein_coding	protein_coding
ENSACHT00000011987	ENSACHG00000008902	ensembl	PVKX01010557.1	10701	39227	-	ENSACHP00000010629			protein_coding	protein_coding
ENSACHT00000006537	ENSACHG00000004768	ensembl	PVKX01010612.1	12204	54353	+	ENSACHP00000005780			protein_coding	protein_coding
ENSACHT00000012013	ENSACHG00000009000	ensembl	PVKX01010562.1	119	1247	+	ENSACHP00000010655			protein_coding	protein_coding
ENSACHT00000012897	ENSACHG00000009511	ensembl	PVKX01010571.1	3819	19535	+	ENSACHP00000011407			protein_coding	protein_coding
ENSACHT00000012985	ENSACHG00000009511	ensembl	PVKX01010571.1	3819	19535	+	ENSACHP00000011489			protein_coding	protein_coding
ENSACHT00000013136	ENSACHG00000009789	ensembl	PVKX01010571.1	26151	51680	-	ENSACHP00000011615			protein_coding	protein_coding
ENSACHT00000014413	ENSACHG00000010722	ensembl	PVKX01010584.1	6139	29138	+	ENSACHP00000012731			protein_coding	protein_coding
ENSACHT00000014448	ENSACHG00000010722	ensembl	PVKX01010584.1	6139	29138	+	ENSACHP00000012760			protein_coding	protein_coding
ENSACHT00000014572	ENSACHG00000010873	ensembl	PVKX01010584.1	32442	63270	-	ENSACHP00000012863			protein_coding	protein_coding
ENSACHT00000013763	ENSACHG00000010316	ensembl	PVKX01010581.1	25074	26670	+	ENSACHP00000012166			protein_coding	protein_coding
ENSACHT00000013499	ENSACHG00000010102	ensembl	PVKX01010576.1	14846	15629	-	ENSACHP00000011933			protein_coding	protein_coding
ENSACHT00000013528	ENSACHG00000010127	ensembl	PVKX01010576.1	38961	40103	+	ENSACHP00000011959			protein_coding	protein_coding
ENSACHT00000013583	ENSACHG00000010149	ensembl	PVKX01010576.1	56308	57223	+	ENSACHP00000012012			protein_coding	protein_coding
ENSACHT00000013755	ENSACHG00000010302	ensembl	PVKX01010578.1	44843	44971	+				snoRNA	snoRNA
ENSACHT00000006073	ENSACHG00000004392	ensembl	PVKX01010588.1	53329	53856	+				pseudogene	pseudogene
ENSACHT00000006425	ENSACHG00000004673	ensembl	PVKX01010607.1	50237	50933	+	ENSACHP00000005682			protein_coding	protein_coding
ENSACHT00000013879	ENSACHG00000010355	ensembl	PVKX01010582.1	17020	53380	+	ENSACHP00000012259			protein_coding	protein_coding
ENSACHT00000014043	ENSACHG00000010355	ensembl	PVKX01010582.1	17020	53380	+	ENSACHP00000012408			protein_coding	protein_coding
ENSACHT00000014184	ENSACHG00000010574	ensembl	PVKX01010582.1	54043	61045	-	ENSACHP00000012532			protein_coding	protein_coding
ENSACHT00000014236	ENSACHG00000010574	ensembl	PVKX01010582.1	54043	61045	-	ENSACHP00000012575			protein_coding	protein_coding
ENSACHT00000014269	ENSACHG00000010692	ensembl	PVKX01010583.1	52729	53086	+	ENSACHP00000012602			protein_coding	protein_coding
ENSACHT00000006656	ENSACHG00000004877	ensembl	PVKX01010615.1	26639	43158	+	ENSACHP00000005888			protein_coding	protein_coding
ENSACHT00000006181	ENSACHG00000004476	ensembl	PVKX01010598.1	13303	46625	+	ENSACHP00000005460			protein_coding	protein_coding
ENSACHT00000006188	ENSACHG00000004485	ensembl	PVKX01010598.1	59939	62075	-	ENSACHP00000005466			protein_coding	protein_coding
ENSACHT00000014621	ENSACHG00000010955	ensembl	PVKX01010586.1	8721	36150	-	ENSACHP00000012908			protein_coding	protein_coding
ENSACHT00000014654	ENSACHG00000010955	ensembl	PVKX01010586.1	9480	36150	-	ENSACHP00000012937			protein_coding	protein_coding
ENSACHT00000014706	ENSACHG00000011024	ensembl	PVKX01010586.1	56724	57710	+	ENSACHP00000012981			protein_coding	protein_coding
ENSACHT00000006089	ENSACHG00000004407	ensembl	PVKX01010592.1	50664	50772	+				snRNA	snRNA
ENSACHT00000006719	ENSACHG00000004897	ensembl	PVKX01010621.1	7729	11700	+	ENSACHP00000005949			protein_coding	protein_coding
ENSACHT00000006817	ENSACHG00000004949	ensembl	PVKX01010621.1	12443	38397	-	ENSACHP00000006032			protein_coding	protein_coding
ENSACHT00000006368	ENSACHG00000004628	ensembl	PVKX01010604.1	17463	17608	+				snoRNA	snoRNA
ENSACHT00000006390	ENSACHG00000004649	ensembl	PVKX01010606.1	5386	22652	+	ENSACHP00000005651			protein_coding	protein_coding
ENSACHT00000006301	ENSACHG00000004560	ensembl	PVKX01010603.1	5342	18271	+	ENSACHP00000005570			protein_coding	protein_coding
ENSACHT00000006341	ENSACHG00000004595	ensembl	PVKX01010603.1	26118	54845	-	ENSACHP00000005606			protein_coding	protein_coding
ENSACHT00000007157	ENSACHG00000005240	ensembl	PVKX01010632.1	21588	31474	+	ENSACHP00000006326			protein_coding	protein_coding
ENSACHT00000007197	ENSACHG00000005240	ensembl	PVKX01010632.1	21588	27804	+	ENSACHP00000006361			protein_coding	protein_coding
ENSACHT00000007499	ENSACHG00000005523	ensembl	PVKX01010641.1	16110	26994	+	ENSACHP00000006631			protein_coding	protein_coding
ENSACHT00000006469	ENSACHG00000004709	ensembl	PVKX01010610.1	9850	9983	-				snoRNA	snoRNA
ENSACHT00000006485	ENSACHG00000004728	ensembl	PVKX01010610.1	37209	37622	-	ENSACHP00000005735			protein_coding	protein_coding
ENSACHT00000006505	ENSACHG00000004740	ensembl	PVKX01010611.1	27927	29011	-				pseudogene	pseudogene
ENSACHT00000006959	ENSACHG00000005087	ensembl	PVKX01010624.1	209	54101	-	ENSACHP00000006154			protein_coding	protein_coding
ENSACHT00000007000	ENSACHG00000005127	ensembl	PVKX01010624.1	30234	30532	-				pseudogene	pseudogene
ENSACHT00000007031	ENSACHG00000005159	ensembl	PVKX01010631.1	16265	16943	+	ENSACHP00000006214			protein_coding	protein_coding
ENSACHT00000007055	ENSACHG00000005174	ensembl	PVKX01010631.1	22903	24237	+	ENSACHP00000006235			protein_coding	protein_coding
ENSACHT00000007091	ENSACHG00000005200	ensembl	PVKX01010631.1	27275	34721	-	ENSACHP00000006266			protein_coding	protein_coding
ENSACHT00000006626	ENSACHG00000004810	ensembl	PVKX01010613.1	12045	61968	-	ENSACHP00000005860			protein_coding	protein_coding
ENSACHT00000007224	ENSACHG00000005306	ensembl	PVKX01010634.1	29810	32061	+	ENSACHP00000006386			protein_coding	protein_coding
ENSACHT00000007252	ENSACHG00000005335	ensembl	PVKX01010634.1	35824	37000	+	ENSACHP00000006412			protein_coding	protein_coding
ENSACHT00000007288	ENSACHG00000005358	ensembl	PVKX01010634.1	56578	59544	+	ENSACHP00000006441			protein_coding	protein_coding
ENSACHT00000007817	ENSACHG00000005780	ensembl	PVKX01010653.1	25242	30504	-	ENSACHP00000006914			protein_coding	protein_coding
ENSACHT00000007325	ENSACHG00000005391	ensembl	PVKX01010635.1	6705	6966	-	ENSACHP00000006477			protein_coding	protein_coding
ENSACHT00000007372	ENSACHG00000005416	ensembl	PVKX01010635.1	19750	38630	+	ENSACHP00000006519			protein_coding	protein_coding
ENSACHT00000007412	ENSACHG00000005416	ensembl	PVKX01010635.1	34616	38738	+	ENSACHP00000006551			protein_coding	protein_coding
ENSACHT00000006678	ENSACHG00000004887	ensembl	PVKX01010620.1	19891	20089	+	ENSACHP00000005910			protein_coding	protein_coding
ENSACHT00000006911	ENSACHG00000005051	ensembl	PVKX01010623.1	26062	31078	-	ENSACHP00000006117			protein_coding	protein_coding
ENSACHT00000006872	ENSACHG00000005026	ensembl	PVKX01010622.1	39246	39627	-				pseudogene	pseudogene
ENSACHT00000007529	ENSACHG00000005554	ensembl	PVKX01010643.1	36389	36929	+	ENSACHP00000006659			protein_coding	protein_coding
ENSACHT00000007548	ENSACHG00000005572	ensembl	PVKX01010645.1	2976	48512	-	ENSACHP00000006676			protein_coding	protein_coding
ENSACHT00000007764	ENSACHG00000005676	ensembl	PVKX01010652.1	162	27104	+	ENSACHP00000006871			protein_coding	protein_coding
ENSACHT00000007988	ENSACHG00000005916	ensembl	PVKX01010657.1	14165	42587	+	ENSACHP00000007070			protein_coding	protein_coding
ENSACHT00000008139	ENSACHG00000005952	ensembl	PVKX01010657.1	43816	60837	+	ENSACHP00000007204			protein_coding	protein_coding
ENSACHT00000010595	ENSACHG00000007882	ensembl	PVKX01010684.1	17163	45114	+	ENSACHP00000009393			protein_coding	protein_coding
ENSACHT00000010635	ENSACHG00000007945	ensembl	PVKX01010684.1	32130	56602	-	ENSACHP00000009428			protein_coding	protein_coding
ENSACHT00000010660	ENSACHG00000007945	ensembl	PVKX01010684.1	54069	56602	-	ENSACHP00000009446			protein_coding	protein_coding
ENSACHT00000007457	ENSACHG00000005486	ensembl	PVKX01010636.1	24360	55274	-	ENSACHP00000006593			protein_coding	protein_coding
ENSACHT00000008199	ENSACHG00000006080	ensembl	PVKX01010668.1	5393	14038	+	ENSACHP00000007257			protein_coding	protein_coding
ENSACHT00000008252	ENSACHG00000006080	ensembl	PVKX01010668.1	8816	15239	+	ENSACHP00000007301			protein_coding	protein_coding
ENSACHT00000008385	ENSACHG00000006201	ensembl	PVKX01010668.1	16556	46560	-	ENSACHP00000007417			protein_coding	protein_coding
ENSACHT00000008395	ENSACHG00000006201	ensembl	PVKX01010668.1	16556	46560	-	ENSACHP00000007425			protein_coding	protein_coding
ENSACHT00000008467	ENSACHG00000006201	ensembl	PVKX01010668.1	16556	29989	-	ENSACHP00000007487			protein_coding	protein_coding
ENSACHT00000008571	ENSACHG00000006201	ensembl	PVKX01010668.1	16556	29989	-	ENSACHP00000007579			protein_coding	protein_coding
ENSACHT00000008611	ENSACHG00000006201	ensembl	PVKX01010668.1	16556	29989	-	ENSACHP00000007612			protein_coding	protein_coding
ENSACHT00000007613	ENSACHG00000005612	ensembl	PVKX01010648.1	11489	63109	+	ENSACHP00000006736			protein_coding	protein_coding
ENSACHT00000008684	ENSACHG00000006432	ensembl	PVKX01010674.1	2603	51224	+	ENSACHP00000007674			protein_coding	protein_coding
ENSACHT00000008771	ENSACHG00000006432	ensembl	PVKX01010674.1	13984	51224	+	ENSACHP00000007753			protein_coding	protein_coding
ENSACHT00000007909	ENSACHG00000005824	ensembl	PVKX01010655.1	984	24644	+	ENSACHP00000006997			protein_coding	protein_coding
ENSACHT00000007937	ENSACHG00000005891	ensembl	PVKX01010655.1	33484	59900	+	ENSACHP00000007024			protein_coding	protein_coding
ENSACHT00000008164	ENSACHG00000006048	ensembl	PVKX01010661.1	5577	5919	-	ENSACHP00000007228			protein_coding	protein_coding
ENSACHT00000021271	ENSACHG00000016268	ensembl	PVKX01010723.1	28810	57362	+	ENSACHP00000018817			protein_coding	protein_coding
ENSACHT00000008881	ENSACHG00000006585	ensembl	PVKX01010675.1	32183	44273	+	ENSACHP00000007851			protein_coding	protein_coding
ENSACHT00000008959	ENSACHG00000006686	ensembl	PVKX01010675.1	44341	45157	-	ENSACHP00000007920			protein_coding	protein_coding
ENSACHT00000008998	ENSACHG00000006699	ensembl	PVKX01010675.1	52420	54273	+	ENSACHP00000007955			protein_coding	protein_coding
ENSACHT00000009394	ENSACHG00000006748	ensembl	PVKX01010675.1	55823	62827	-	ENSACHP00000008309			protein_coding	protein_coding
